Instance,Year of Record,Age,Size of City,Wears Glasses,Body Height [cm]
86164,1989.0,74.0,1236504,0,189
86165,2000.0,18.0,241819,1,159
86166,2006.0,43.0,67228,1,176
86167,1983.0,36.0,78707,1,156
86168,2014.0,42.0,1119266,1,155
86170,2004.0,34.0,1673778,0,165
86173,2007.0,33.0,248404,0,177
86174,1983.0,37.0,6656,1,164
86176,2003.0,19.0,409738,1,169
86177,1991.0,36.0,783458,1,137
86178,1985.0,41.0,373921,0,166
86179,1999.0,47.0,1182284,0,162
86180,1999.0,46.0,38826,0,162
86181,2002.0,78.0,658549,1,199
86182,1989.0,86.0,53005,0,142
86183,1998.0,36.0,362277,1,163
86184,2006.0,54.0,508561,0,158
86185,2018.0,18.0,534410,1,147
86186,1983.0,27.0,455882,1,175
86187,2019.0,42.0,460736,1,172
86188,1985.0,34.0,1037428,1,175
86189,1993.0,37.0,85515,0,146
86191,2005.0,29.0,2026782,1,170
86192,2003.0,55.0,6432,1,163
86193,1990.0,18.0,162306,1,167
86194,2007.0,22.0,1645,1,172
86195,2004.0,44.0,44135,0,207
86197,2017.0,68.0,788047,0,159
86198,1999.0,41.0,808360,1,206
86199,1995.0,44.0,2736,1,150
86200,2004.0,33.0,1843324,1,162
86202,1987.0,46.0,2078743,0,196
86203,2008.0,38.0,1090098,0,203
86204,2019.0,47.0,489945,0,189
86205,2001.0,22.0,1814464,0,155
86206,1999.0,63.0,8854,1,169
86207,2004.0,71.0,13726,1,166
86208,1992.0,49.0,2298125,0,170
86209,2002.0,39.0,1488299,0,196
86210,1980.0,23.0,13314,0,182
86211,1985.0,38.0,294912,1,173
86212,2002.0,33.0,1345927,1,163
86213,2015.0,21.0,819396,0,160
86215,1997.0,18.0,47994,1,159
86216,1998.0,69.0,133312,1,171
86218,2009.0,53.0,590255,0,166
86219,2002.0,44.0,791513,0,169
86220,2008.0,18.0,958968,1,167
86221,1983.0,32.0,81168,1,195
86222,1980.0,60.0,11450,1,151
86224,1997.0,50.0,296957,1,183
86225,1985.0,18.0,81930,0,205
86226,2005.0,41.0,83978,0,205
86227,1999.0,28.0,406607,1,193
86228,1985.0,25.0,312605,1,163
86229,1997.0,52.0,62916,1,187
86230,2006.0,40.0,1056275,0,188
86232,1986.0,21.0,58746,0,163
86233,2003.0,62.0,31246,1,183
86234,1980.0,73.0,2157528,0,180
86235,1998.0,28.0,1406426,0,206
86236,1984.0,32.0,1447116,0,163
86237,1984.0,17.0,627626,1,168
86238,1995.0,15.0,36081,0,175
86239,2013.0,49.0,609899,0,178
86240,2000.0,59.0,157535,1,120
86241,1994.0,57.0,13901,1,170
86242,2006.0,29.0,1632350,1,155
86243,1989.0,30.0,1774210,0,175
86244,2011.0,21.0,322151,0,165
86245,1987.0,15.0,58833,0,154
86246,2003.0,48.0,86873,0,160
86247,2005.0,45.0,305777,1,182
86248,2015.0,36.0,782876,0,180
86250,2013.0,17.0,2412960,1,147
86251,1993.0,59.0,78485,0,169
86253,1982.0,19.0,1466003,1,207
86254,1994.0,14.0,326815,1,202
86255,1991.0,27.0,201064,0,185
86256,2018.0,23.0,712039,1,174
86260,2011.0,37.0,1104658,1,137
86262,2000.0,47.0,1041682,0,165
86263,2001.0,37.0,47829,1,175
86264,2016.0,27.0,84960,1,173
86265,1992.0,23.0,1212946,0,168
86266,1990.0,22.0,749698,0,209
86267,1986.0,60.0,1441367,0,189
86268,1984.0,19.0,1650603,1,183
86270,2001.0,14.0,12687,0,169
86271,1995.0,58.0,1502102,0,157
86273,1980.0,39.0,42725,1,161
86274,2019.0,41.0,62081,0,185
86275,1981.0,61.0,476976,1,206
86276,1990.0,32.0,1542103,0,145
86277,1990.0,46.0,803996,0,174
86279,2007.0,52.0,1178969,1,228
86280,2011.0,47.0,71052,1,182
86281,2008.0,40.0,75776,1,195
86282,1988.0,29.0,12826,0,160
86283,2004.0,21.0,551405,0,172
86284,1990.0,32.0,85516,1,174
86285,1986.0,24.0,39957,1,145
86287,2017.0,57.0,1478130,1,179
86288,2008.0,25.0,1628253,1,168
86289,2003.0,27.0,9397,1,184
86290,1990.0,30.0,18906,1,165
86291,2015.0,22.0,832230,0,164
86292,1982.0,55.0,2272506,0,143
86295,2011.0,38.0,687814,0,157
86296,1984.0,21.0,465378,1,175
86298,1991.0,24.0,68948,0,187
86299,2011.0,16.0,15888,0,182
86300,2013.0,21.0,455434,1,152
86301,1980.0,28.0,56974,1,158
86302,1986.0,59.0,2450450,0,184
86303,2003.0,26.0,643540,0,151
86305,1992.0,15.0,1168695,1,160
86306,2004.0,16.0,1052246,1,178
86308,2008.0,35.0,516432,1,176
86309,1988.0,19.0,76884,1,201
86310,2000.0,47.0,30317,1,177
86311,1986.0,45.0,1093283,1,210
86312,1980.0,21.0,1268380,1,202
86313,2014.0,29.0,1474556,0,166
86314,1984.0,22.0,547240,1,172
86315,2014.0,20.0,1175691,0,184
86316,1984.0,30.0,1783026,1,139
86317,2010.0,50.0,612029,0,140
86319,1983.0,46.0,1889922,1,156
86320,2009.0,24.0,621857,1,184
86322,1983.0,41.0,1478838,1,143
86323,2017.0,61.0,354341,1,175
86324,2014.0,52.0,105252,0,188
86325,1993.0,32.0,786859,1,169
86326,1983.0,54.0,36948,1,199
86327,1985.0,47.0,1020924,1,202
86328,1992.0,68.0,1490414,0,129
86329,1998.0,24.0,70358,0,148
86330,1988.0,59.0,2489717,1,171
86331,1996.0,46.0,9122,1,159
86332,1995.0,30.0,1347816,1,170
86333,2016.0,42.0,120017,0,145
86334,1999.0,25.0,2614894,0,167
86335,2005.0,41.0,2065501,0,199
86336,2014.0,44.0,1325707,1,193
86338,1996.0,59.0,957146,1,235
86340,1984.0,23.0,108844,1,210
86341,1984.0,26.0,1953764,0,202
86343,1984.0,40.0,1189104,0,195
86344,2010.0,57.0,1086562,1,175
86345,2012.0,19.0,8239,0,173
86347,2008.0,28.0,441433,0,143
86348,2015.0,34.0,34619539,1,174
86349,2016.0,22.0,4469,0,170
86350,1993.0,37.0,1518761,0,166
86352,2018.0,37.0,1832334,0,185
86353,1982.0,61.0,42808,0,199
86356,2016.0,41.0,1064623,1,213
86357,2016.0,62.0,53243,0,163
86358,1989.0,23.0,1944036,0,157
86359,1989.0,22.0,760487,1,198
86360,2018.0,37.0,22173,1,190
86362,1990.0,64.0,328804,0,156
86363,1994.0,17.0,288087,1,153
86364,1999.0,46.0,1572707,0,168
86366,2011.0,68.0,739207,0,206
86367,1997.0,63.0,25448,1,187
86368,2003.0,43.0,489542,1,187
86369,2017.0,23.0,761475,1,150
86370,1983.0,16.0,2485719,0,201
86371,1999.0,32.0,420427,1,166
86372,2011.0,28.0,94569,0,159
86373,1997.0,32.0,1363,1,164
86374,2000.0,29.0,235139,0,175
86375,2000.0,17.0,73477,1,176
86376,2000.0,40.0,1398773,0,154
86377,1991.0,21.0,186,1,170
86378,2014.0,19.0,1755616,1,165
86379,2013.0,41.0,942730,1,201
86383,2011.0,44.0,1279295,1,165
86384,1985.0,21.0,14389,1,157
86385,1982.0,26.0,13449,0,163
86386,1985.0,43.0,92492,1,169
86387,1999.0,70.0,12778,0,199
86388,2009.0,30.0,1693,1,182
86389,1981.0,37.0,11482,1,185
86390,1996.0,21.0,2097673,1,163
86391,2000.0,18.0,1539146,0,180
86393,1989.0,34.0,20268,0,158
86394,1981.0,22.0,937163,1,154
86395,1994.0,56.0,1405600,1,145
86396,2017.0,24.0,22772,1,173
86397,1989.0,32.0,2074660,0,172
86398,1988.0,16.0,773689,1,164
86399,2010.0,34.0,1231526,1,179
86400,1999.0,59.0,1571842,1,202
86403,2011.0,31.0,255062,1,191
86405,1990.0,23.0,25011,0,193
86406,1982.0,19.0,12937,1,171
86407,1991.0,22.0,18456,1,179
86408,1989.0,36.0,1541509,0,154
86409,1981.0,30.0,516591,1,170
86410,1981.0,32.0,94808,0,207
86411,1994.0,27.0,1103196,0,177
86412,2017.0,40.0,783492,1,153
86414,1986.0,19.0,6140,0,211
86415,1984.0,39.0,1235084,1,173
86416,2006.0,17.0,1192826,0,186
86417,2013.0,50.0,42509,0,201
86418,1985.0,51.0,788,1,175
86419,2014.0,22.0,326605,1,180
86420,1997.0,59.0,60226,0,171
86421,2013.0,14.0,736766,1,174
86422,1987.0,15.0,924500,0,148
86424,1996.0,51.0,1746905,1,203
86425,2018.0,48.0,2808350,0,196
86426,1980.0,35.0,31151,0,200
86427,1994.0,33.0,54514,0,200
86428,1981.0,31.0,73570,0,179
86429,1982.0,26.0,79144,1,150
86430,2010.0,48.0,760079,0,157
86431,2014.0,21.0,505256,0,160
86432,2005.0,28.0,481758,0,151
86433,1999.0,50.0,1156712,0,178
86434,1985.0,34.0,103368,0,157
86435,2008.0,60.0,2257452,0,145
86438,2010.0,40.0,1989239,0,182
86439,1993.0,44.0,1307266,1,188
86440,2011.0,32.0,87173,0,143
86441,2001.0,49.0,21435,0,183
86442,2001.0,28.0,1778550,1,204
86444,1984.0,32.0,1501104,0,211
86445,2012.0,34.0,1487584,1,160
86446,1980.0,20.0,85389,0,171
86447,1986.0,22.0,20996,0,187
86448,2002.0,39.0,9444,1,203
86449,1994.0,48.0,57966,0,170
86450,2009.0,42.0,371743,1,153
86451,1982.0,28.0,794968,1,220
86453,2007.0,15.0,34607,1,200
86454,1998.0,22.0,714315,0,185
86455,2002.0,49.0,65776,1,201
86457,1990.0,37.0,460175,0,203
86458,1988.0,35.0,1075600,1,176
86459,2015.0,53.0,72463,1,161
86460,2015.0,22.0,63495,0,156
86462,2009.0,35.0,1479172,1,188
86463,1986.0,33.0,35697,1,148
86464,2016.0,32.0,1386770,1,185
86465,2003.0,30.0,708671,0,179
86466,1985.0,27.0,780760,0,164
86467,2015.0,44.0,1590534,1,140
86469,2013.0,57.0,88572,1,162
86471,2016.0,50.0,386192,1,147
86473,1981.0,28.0,92401,0,154
86474,2011.0,47.0,77545,1,163
86475,1997.0,50.0,725061,1,166
86476,2003.0,35.0,36438,1,180
86477,1990.0,57.0,23106,0,192
86479,1982.0,34.0,306508,1,200
86480,1981.0,16.0,47973,1,190
86481,2004.0,36.0,29504,1,201
86482,2000.0,20.0,689084,1,192
86483,2018.0,31.0,47939,0,187
86484,2003.0,28.0,25818,0,148
86485,1987.0,23.0,403260,1,183
86486,1982.0,20.0,1312906,0,193
86487,2001.0,25.0,2248625,1,183
86488,1988.0,34.0,351998,0,195
86489,2014.0,51.0,758633,0,149
86490,1983.0,69.0,211194,0,175
86491,2007.0,32.0,58462,1,159
86492,2005.0,14.0,333302,1,130
86493,2004.0,30.0,23715,1,166
86494,2006.0,45.0,79926,1,139
86495,1997.0,32.0,82985,0,193
86496,1995.0,22.0,1184198,0,184
86497,1980.0,51.0,50144,0,165
86498,2009.0,31.0,270146,1,172
86499,2008.0,60.0,40510,0,144
86500,2018.0,46.0,2486,1,208
86501,2014.0,33.0,39291,1,179
86502,1988.0,28.0,1345488,0,140
86503,1990.0,41.0,1372906,1,141
86504,1980.0,70.0,370526,0,156
86505,2004.0,85.0,493625,1,182
86506,1999.0,39.0,1526660,1,153
86507,1998.0,18.0,912253,1,182
86508,1981.0,60.0,1211640,0,183
86509,2000.0,32.0,2120092,0,158
86510,2003.0,22.0,1146277,0,178
86512,1998.0,49.0,1075117,0,192
86513,2003.0,46.0,417086,0,145
86514,1993.0,17.0,22258,1,185
86515,1986.0,87.0,68229,0,182
86516,1997.0,99.0,88028,0,189
86518,1988.0,18.0,1099549,1,181
86520,2018.0,39.0,298829,1,178
86521,2012.0,40.0,610271,1,196
86523,1994.0,21.0,4293,0,154
86524,2003.0,40.0,1552701,0,205
86525,2006.0,17.0,98666,1,169
86526,1999.0,68.0,909766,0,146
86527,2010.0,59.0,14978,1,176
86528,1999.0,23.0,550224,0,173
86530,1990.0,70.0,293552,1,195
86531,1998.0,70.0,1210088,0,155
86532,2004.0,15.0,19806,1,140
86533,2005.0,23.0,1095843,0,206
86534,1985.0,32.0,40666,1,200
86535,1987.0,54.0,8158,0,181
86536,2013.0,36.0,20289,0,160
86537,1981.0,22.0,949871,0,151
86538,2017.0,32.0,2580939,0,166
86539,1993.0,51.0,90619,1,180
86540,2004.0,24.0,56885,0,168
86541,2008.0,27.0,36648,1,153
86544,1989.0,61.0,1250709,1,187
86545,2013.0,29.0,815628,0,193
86547,1994.0,31.0,1757964,0,151
86548,1998.0,63.0,564498,1,171
86549,1985.0,33.0,5492,0,188
86551,2019.0,53.0,941410,1,236
86552,1998.0,34.0,1338537,0,152
86553,2008.0,68.0,59445,0,157
86554,1998.0,23.0,82725,1,156
86555,2007.0,42.0,2600007,0,121
86556,2002.0,43.0,70024,1,183
86557,2001.0,35.0,1024642,1,180
86559,1985.0,18.0,1445724,0,184
86560,2012.0,26.0,53014,1,153
86561,2013.0,39.0,421575,1,189
86562,1985.0,59.0,605840,0,192
86564,1988.0,66.0,625848,0,194
86565,1990.0,22.0,783566,1,206
86567,1987.0,60.0,72130,1,221
86568,1999.0,41.0,1043021,1,158
86569,2011.0,25.0,996160,0,180
86570,1989.0,36.0,456831,0,184
86572,1989.0,55.0,91270,1,157
86573,2014.0,26.0,454287,0,184
86574,1998.0,41.0,1109271,1,184
86575,2004.0,57.0,46663067,0,205
86576,1992.0,25.0,1531,0,154
86577,2005.0,50.0,23905,1,175
86579,1983.0,23.0,261396,1,144
86581,2006.0,14.0,620735,0,162
86582,1992.0,22.0,21821,1,168
86583,2012.0,31.0,9414,0,208
86584,1995.0,40.0,1379276,0,201
86585,1982.0,35.0,610579,0,167
86586,1995.0,50.0,1124227,1,162
86587,1998.0,43.0,1168459,1,192
86588,1988.0,18.0,69388,1,154
86590,2011.0,30.0,91514,1,186
86591,1982.0,45.0,54476,1,194
86592,1993.0,37.0,39753,0,169
86593,1998.0,14.0,42946,1,164
86594,2014.0,59.0,47575,0,192
86595,2014.0,57.0,730563,1,161
86596,1994.0,51.0,607265,0,190
86597,2014.0,42.0,1097311,1,184
86598,2006.0,43.0,3110727,0,196
86599,2003.0,18.0,274740,1,171
86600,1987.0,41.0,92715,1,166
86601,1980.0,19.0,64354,0,180
86602,2015.0,40.0,12018,1,205
86603,2002.0,64.0,91991,1,203
86605,2001.0,80.0,883979,0,216
86606,2013.0,24.0,1760248,0,160
86607,1992.0,33.0,21305,1,199
86608,1987.0,31.0,3032340,0,207
86609,1980.0,21.0,858761,1,150
86612,1986.0,31.0,1326194,1,176
86613,1990.0,22.0,4408,0,156
86614,2000.0,18.0,1571719,1,144
86615,1988.0,35.0,1080111,1,153
86616,2007.0,16.0,1199085,0,202
86617,1986.0,53.0,92516,1,225
86618,1996.0,33.0,1031024,1,173
86619,1982.0,45.0,1630040,0,178
86620,2001.0,26.0,47317,0,174
86621,1987.0,43.0,972803,1,157
86622,2012.0,50.0,1830755,1,165
86624,2011.0,41.0,699463,0,153
86625,2018.0,37.0,61646,1,167
86626,1981.0,51.0,1648317,0,187
86628,1991.0,73.0,265792,1,154
86629,2013.0,15.0,1195507,0,175
86630,2017.0,74.0,210964,1,188
86632,2011.0,45.0,1715845,0,186
86634,2005.0,28.0,93572,1,201
86635,2010.0,48.0,1623882,1,154
86637,2005.0,17.0,56021,0,162
86638,1980.0,23.0,36465,0,206
86639,2013.0,20.0,85641,1,141
86642,2006.0,25.0,697709,1,180
86643,2015.0,34.0,12473,0,179
86644,2015.0,39.0,353482,0,150
86646,1994.0,28.0,95518,0,190
86647,2012.0,36.0,1288459,1,156
86648,1986.0,26.0,6417,0,184
86649,2012.0,32.0,1099158,0,206
86650,1996.0,23.0,1568867,1,200
86651,2004.0,34.0,37153,1,166
86653,1987.0,29.0,45360,1,191
86654,2010.0,46.0,1377461,0,185
86655,2005.0,48.0,1243027,0,153
86656,2019.0,48.0,981983,0,177
86658,1987.0,32.0,595772,1,126
86659,2005.0,41.0,2868595,1,193
86660,1986.0,36.0,16417,0,188
86662,2013.0,21.0,954365,1,204
86663,2013.0,24.0,82836,0,164
86664,2009.0,59.0,317783,0,169
86665,1988.0,28.0,1776347,1,195
86666,1992.0,15.0,159755,1,205
86670,2001.0,29.0,133242,0,182
86672,2007.0,24.0,790277,0,199
86673,2015.0,22.0,928359,1,158
86675,2014.0,60.0,1045047,0,165
86676,1984.0,50.0,72861,1,158
86677,1995.0,57.0,367062,0,196
86678,2018.0,17.0,681752,1,213
86679,1997.0,49.0,1522318,1,166
86680,2016.0,30.0,525358,1,189
86681,2019.0,26.0,1456522,0,138
86683,1990.0,23.0,27992,1,188
86684,1991.0,35.0,10951,1,168
86687,1982.0,29.0,39500,1,164
86688,2005.0,30.0,41577,0,187
86690,1990.0,29.0,448966,1,165
86691,2007.0,45.0,59383,0,169
86692,1997.0,17.0,1053574,0,179
86693,2004.0,22.0,181141,1,173
86694,1995.0,22.0,564588,0,154
86695,1998.0,19.0,336513,0,165
86696,1982.0,23.0,773232,0,204
86697,1985.0,27.0,34087,0,178
86698,2001.0,52.0,1654715,1,178
86699,2010.0,71.0,1425285,1,158
86701,2016.0,46.0,103667,0,176
86702,1995.0,48.0,1698723,0,161
86704,1995.0,46.0,45744,1,153
86705,1994.0,30.0,412438,1,186
86706,1990.0,29.0,276367,1,167
86708,1998.0,23.0,1819452,1,151
86709,1988.0,36.0,1390303,1,191
86710,1982.0,52.0,20860,0,193
86711,2015.0,19.0,1064758,0,163
86712,1980.0,43.0,4867,0,151
86714,1986.0,34.0,5152,0,165
86715,2009.0,33.0,1381410,1,172
86716,2000.0,54.0,1071466,0,200
86717,1999.0,21.0,1019780,1,206
86718,1981.0,37.0,447057,0,189
86719,2005.0,29.0,302320,0,168
86721,1998.0,40.0,1600161,0,147
86722,2005.0,44.0,342486,0,164
86723,2010.0,49.0,892881,0,156
86727,1996.0,52.0,50799,1,156
86729,2005.0,52.0,760065,0,170
86730,2010.0,78.0,1368818,0,174
86731,1998.0,32.0,20324,0,207
86732,2010.0,17.0,157503,1,152
86733,1998.0,27.0,814809,0,187
86734,1983.0,22.0,83924,0,126
86735,2008.0,54.0,282191,1,151
86736,2007.0,39.0,1378860,0,171
86738,1990.0,64.0,38198,1,183
86739,1991.0,79.0,46586,1,192
86740,1995.0,30.0,696044,0,199
86741,1985.0,35.0,660337,0,185
86742,2016.0,44.0,31313,1,161
86743,1985.0,38.0,2674959,1,187
86744,1991.0,39.0,83719,1,171
86745,1991.0,16.0,71781,1,196
86747,1985.0,17.0,1545997,1,131
86748,2000.0,51.0,21520,0,193
86749,1988.0,36.0,45942,0,155
86751,2001.0,78.0,64353,0,191
86752,1988.0,38.0,64374,1,187
86753,1980.0,58.0,71318,1,155
86754,2017.0,20.0,67425,0,156
86755,1987.0,22.0,99969,1,175
86756,1984.0,42.0,1636796,1,191
86757,1998.0,20.0,50376,0,163
86758,1988.0,32.0,1552588,1,190
86759,1984.0,17.0,71948,0,193
86760,1983.0,58.0,615265,1,174
86761,1989.0,44.0,147459,0,189
86762,1983.0,21.0,1952013,0,188
86763,1987.0,37.0,208054,1,195
86764,1983.0,29.0,1372650,1,171
86765,2009.0,20.0,1119614,1,169
86768,2018.0,22.0,54293,1,160
86769,1986.0,32.0,363895,0,167
86770,1980.0,31.0,661285,0,197
86771,2010.0,24.0,73653,1,157
86772,1992.0,70.0,791502,1,188
86773,1986.0,38.0,90512,1,171
86774,1981.0,21.0,1437203,0,148
86775,1991.0,17.0,81375,1,216
86776,2001.0,27.0,1407130,0,187
86777,2018.0,55.0,797437,1,196
86778,2013.0,51.0,4330,0,181
86779,2009.0,38.0,85529,1,159
86780,2014.0,34.0,521682,1,185
86781,2007.0,27.0,1347954,0,182
86782,2002.0,18.0,3135,0,192
86783,2005.0,32.0,532491,0,177
86784,2005.0,42.0,1566506,0,196
86785,1985.0,52.0,64973,0,155
86786,1998.0,25.0,31996,0,196
86787,2007.0,46.0,65308,1,157
86788,2005.0,21.0,1809581,1,187
86789,2009.0,35.0,81114,0,168
86790,2003.0,21.0,871295,1,195
86791,1982.0,34.0,80732,1,188
86792,2018.0,50.0,1942209,0,143
86794,2007.0,41.0,35869,0,180
86795,2014.0,26.0,27936929,1,157
86796,1988.0,39.0,17190,1,159
86798,1991.0,22.0,1636469,0,169
86799,2011.0,20.0,1056383,0,193
86800,1984.0,45.0,1187116,1,168
86801,1984.0,38.0,112139,0,169
86802,1995.0,58.0,47327,1,178
86803,2007.0,35.0,1668515,0,168
86804,1987.0,31.0,111140,0,141
86805,2017.0,49.0,1521409,0,154
86806,1984.0,27.0,774208,1,198
86807,1989.0,54.0,77111,1,173
86810,1983.0,43.0,1496764,1,139
86811,1983.0,61.0,648729,1,160
86812,1991.0,28.0,245328,1,156
86813,2010.0,27.0,304489,1,188
86814,2015.0,19.0,1353232,0,197
86815,2005.0,50.0,35783,1,165
86816,1995.0,17.0,48344,0,235
86817,1996.0,33.0,76951,1,202
86818,2000.0,28.0,92210,0,139
86819,1986.0,35.0,1276719,0,150
86820,1983.0,49.0,1152889,0,203
86821,1996.0,35.0,2107068,1,182
86823,1997.0,15.0,1325025,1,160
86824,2011.0,42.0,45006,1,153
86825,1989.0,39.0,20528,0,184
86826,1990.0,51.0,223289,0,170
86827,1984.0,23.0,1660115,0,169
86828,1996.0,44.0,40586,0,197
86830,2008.0,50.0,931756,1,190
86831,1996.0,28.0,1032981,0,178
86832,2010.0,40.0,785917,1,173
86833,2004.0,56.0,1283836,0,192
86835,2009.0,22.0,1050840,1,151
86837,2005.0,21.0,1450609,1,210
86838,2001.0,50.0,1546376,1,164
86839,1985.0,46.0,490765,0,183
86840,1981.0,25.0,483205,1,171
86842,2019.0,38.0,647365,1,182
86843,1992.0,35.0,1464089,0,162
86844,1996.0,44.0,1354415,1,191
86845,1985.0,42.0,674495,1,165
86847,1988.0,54.0,65082,0,182
86848,2007.0,45.0,45723,1,147
86849,2014.0,19.0,53354,0,142
86850,1991.0,48.0,2255390,0,194
86852,1999.0,66.0,547961,1,211
86855,2009.0,41.0,36101,0,224
86858,1983.0,36.0,2748978,1,129
86859,2016.0,53.0,1651964,0,203
86860,2012.0,31.0,69517,0,135
86861,2013.0,30.0,1958007,1,179
86862,2019.0,47.0,94002,0,182
86863,1997.0,37.0,16014,0,199
86864,1993.0,80.0,885539,0,179
86865,2009.0,32.0,99819,1,213
86866,2009.0,51.0,59607,0,172
86868,1989.0,48.0,957764,1,190
86870,2007.0,40.0,1879989,1,162
86871,1985.0,48.0,1271632,1,155
86872,1995.0,39.0,604360,0,165
86873,1988.0,50.0,821440,0,205
86874,1989.0,30.0,504462,1,182
86875,1983.0,26.0,22152,1,180
86877,2010.0,27.0,508606,1,150
86880,2013.0,70.0,2127554,1,142
86881,1999.0,48.0,790223,1,178
86882,1981.0,49.0,2048198,0,152
86885,1987.0,48.0,329163,0,151
86886,2007.0,36.0,1025573,1,191
86889,2007.0,57.0,1240537,0,146
86890,2008.0,14.0,8399,1,161
86891,2019.0,41.0,755166,1,162
86892,1989.0,44.0,531252,1,133
86893,2012.0,21.0,445921,0,207
86895,1998.0,63.0,40830,1,175
86896,1982.0,54.0,88994,0,178
86897,1996.0,16.0,78394,0,168
86899,2008.0,18.0,316042,1,184
86900,2014.0,15.0,12699,0,193
86901,2006.0,64.0,92599,1,197
86903,2001.0,41.0,584590,0,186
86904,2004.0,34.0,91377,0,186
86905,1996.0,73.0,41638,0,172
86906,1984.0,65.0,1872715,0,181
86907,1999.0,32.0,590593,0,152
86908,1998.0,49.0,92731,0,189
86909,2002.0,33.0,248506,0,159
86910,1980.0,47.0,190535,1,223
86911,1996.0,23.0,538632,0,190
86913,1986.0,56.0,84237,1,176
86914,2004.0,54.0,48698,1,214
86915,1997.0,23.0,314376,0,184
86917,2002.0,31.0,13223,1,134
86921,1982.0,57.0,1149738,0,159
86923,1980.0,38.0,1866473,1,181
86924,1994.0,26.0,29333,0,190
86927,1986.0,44.0,51699,0,195
86928,1988.0,46.0,14879,1,169
86929,2012.0,46.0,583506,1,199
86930,1980.0,33.0,1178404,0,169
86931,2001.0,39.0,1892995,1,170
86932,1984.0,44.0,1470635,0,189
86933,1990.0,39.0,48712,1,183
86934,1984.0,84.0,597541,1,185
86936,1984.0,18.0,1450943,1,204
86937,1988.0,18.0,14761,0,204
86938,2011.0,14.0,1001504,1,166
86939,1999.0,46.0,2381954,0,187
86940,2019.0,35.0,74138,1,182
86941,1999.0,31.0,1101280,0,191
86942,2016.0,18.0,44703,0,182
86943,2016.0,20.0,1617313,0,209
86946,2009.0,32.0,483986,0,157
86947,2014.0,51.0,2225628,0,176
86949,1982.0,50.0,744,1,172
86950,2008.0,38.0,194154,0,187
86951,2017.0,69.0,1380707,1,146
86952,2006.0,17.0,1666166,1,190
86953,1994.0,29.0,72372,0,194
86954,1988.0,51.0,632917,1,180
86955,2002.0,61.0,535345,0,155
86956,1988.0,47.0,84978,0,206
86957,1981.0,35.0,37692,0,178
86959,1989.0,58.0,91566,1,187
86960,1998.0,36.0,88009,0,164
86961,2019.0,49.0,735657,1,162
86963,1993.0,18.0,59291,1,173
86965,2005.0,18.0,39406,1,161
86968,1985.0,42.0,898394,0,217
86969,1996.0,16.0,19518,1,187
86970,2011.0,50.0,42879,1,162
86971,1999.0,24.0,87743,0,197
86972,1982.0,22.0,1313129,1,169
86974,2016.0,23.0,1797230,1,182
86975,2018.0,33.0,16689,0,142
86976,1999.0,49.0,97621,0,184
86977,1995.0,68.0,174328,1,199
86978,2007.0,16.0,598829,1,184
86980,1989.0,51.0,1257862,0,197
86981,1982.0,55.0,1149115,0,164
86982,2002.0,15.0,1697236,1,164
86983,2017.0,33.0,33781,1,148
86984,1986.0,41.0,1446566,1,187
86985,1992.0,19.0,72180,1,174
86986,2000.0,26.0,961681,1,179
86987,1997.0,26.0,1606674,1,171
86988,2011.0,62.0,79907,1,184
86989,2014.0,84.0,60238,0,224
86990,2013.0,55.0,1245994,1,171
86991,1988.0,45.0,33407,0,166
86992,1991.0,40.0,837529,1,208
86993,1995.0,45.0,908528,1,161
86994,2014.0,25.0,72023,1,175
86995,1996.0,19.0,674671,1,206
86996,2015.0,35.0,341836,0,167
86997,2008.0,28.0,80453,1,166
86998,2013.0,26.0,1402753,1,198
86999,1993.0,50.0,155734,1,189
87000,1989.0,61.0,2067722,1,135
87001,1997.0,38.0,1712391,1,154
87002,2004.0,36.0,23260,1,189
87003,2019.0,23.0,40654,0,149
87004,2005.0,18.0,358778,1,159
87005,1988.0,33.0,1689790,1,194
87007,2008.0,46.0,2072573,0,179
87008,2001.0,23.0,1481721,1,192
87010,2014.0,22.0,54276,0,178
87011,2000.0,81.0,672825,0,175
87016,1997.0,26.0,1139738,1,167
87017,1980.0,43.0,143082,0,195
87019,2016.0,71.0,1208533,0,187
87020,2001.0,29.0,98083,1,185
87021,2006.0,23.0,352695,1,204
87022,2008.0,18.0,409275,1,200
87023,1993.0,14.0,1493849,1,191
87024,2011.0,31.0,1044415,1,163
87025,1996.0,17.0,23656,1,170
87027,2002.0,32.0,1792265,1,156
87028,1982.0,66.0,46174,1,208
87029,1984.0,24.0,1133878,1,172
87030,1985.0,50.0,98329,0,162
87032,2018.0,20.0,71656,1,209
87035,2014.0,14.0,1042711,1,182
87036,1984.0,18.0,399020,1,169
87037,2005.0,16.0,516355,0,167
87038,2017.0,26.0,45290,1,187
87041,1994.0,43.0,587208,1,155
87043,1981.0,21.0,86853,0,144
87044,2017.0,24.0,1181416,0,191
87045,1981.0,70.0,1235081,0,161
87046,1995.0,22.0,18163,1,158
87048,1996.0,22.0,1197375,0,197
87049,2012.0,34.0,1544465,1,187
87050,1991.0,33.0,2066586,0,181
87052,2011.0,55.0,374928,0,204
87053,2004.0,60.0,34438,0,151
87055,1985.0,38.0,1188854,0,204
87056,1982.0,49.0,1352429,1,139
87057,1985.0,23.0,64619,0,177
